iter	Logloss
0	0.6018254328
1	0.5020787982
2	0.4472506014
3	0.4028682548
4	0.3674742428
5	0.3397838376
6	0.312123605
7	0.2917492919
8	0.2749031095
9	0.2575194249
10	0.2473687949
11	0.2377535604
12	0.2279307347
13	0.2212511299
14	0.2100355366
15	0.2025733872
16	0.1942301273
17	0.1877937982
18	0.1832381791
19	0.1797363597
20	0.1766271138
21	0.1724833991
22	0.1681076025
23	0.1659677
24	0.1636305093
25	0.1615296434
26	0.1591234076
27	0.1572187627
28	0.1557159037
29	0.1541991933
30	0.1527118329
31	0.1511749762
32	0.1495155239
33	0.1482198876
34	0.1447921447
35	0.1437618229
36	0.1428308151
37	0.1418336754
38	0.1405886184
39	0.1393058169
40	0.1385383993
41	0.1375508655
42	0.1359834875
43	0.1347066042
44	0.1327070745
45	0.1316579124
46	0.1304422152
47	0.1299834397
48	0.1295420901
49	0.1290790132
50	0.128528429
51	0.1280240825
52	0.1272417604
53	0.1265524092
54	0.1258799758
55	0.1248606323
56	0.1242195416
57	0.1240465151
58	0.1227505042
59	0.1219310453
60	0.1214669058
61	0.1209628412
62	0.1204269576
63	0.1197952417
64	0.1188689509
65	0.117964105
66	0.1175381827
67	0.1170935931
68	0.1167482328
69	0.1164255552
70	0.1161022761
71	0.1154265772
72	0.1143861954
73	0.1141024153
74	0.1138525416
75	0.1134942985
76	0.1132630205
77	0.1129337271
78	0.1123691839
79	0.1120445856
80	0.1117097447
81	0.110835846
82	0.1102778117
83	0.1099571517
84	0.1098576782
85	0.1092686108
86	0.1090127538
87	0.1087984931
88	0.108151959
89	0.1079692687
90	0.107751414
91	0.1075282678
92	0.107140522
93	0.1070247232
94	0.1068191713
95	0.106446115
96	0.1059301209
97	0.1056715721
98	0.1054189637
99	0.1051351572
100	0.1047668061
101	0.1044766866
102	0.104172554
103	0.1039212014
104	0.1034242542
105	0.1032076435
106	0.1030340146
107	0.1025609749
108	0.102293925
109	0.1021189625
110	0.1017958119
111	0.1015855408
112	0.1011751675
113	0.100875918
114	0.1006959512
115	0.1005648871
116	0.1003042715
117	0.100093073
118	0.09991732893
119	0.09958897885
120	0.09921662277
121	0.09913566316
122	0.09904906187
123	0.098897682
124	0.09878137437
125	0.0982176878
126	0.097995871
127	0.09754577791
128	0.09739660699
129	0.09714978642
130	0.09695992638
131	0.09681711632
132	0.09666546628
133	0.09659351133
134	0.09652898414
135	0.0963293136
136	0.09623251133
137	0.09602710076
138	0.0957716303
139	0.09565181232
140	0.09545659186
141	0.09528110839
142	0.09517542661
143	0.09507365067
144	0.09483089133
145	0.09478794927
146	0.09421553812
147	0.09409621811
148	0.09391829287
149	0.09377277363
150	0.09359271365
151	0.09354360235
152	0.09317014627
153	0.09293984217
154	0.09282616949
155	0.09263616054
156	0.0923513719
157	0.09225292204
158	0.09214412397
159	0.09201088732
160	0.09180722697
161	0.09176298171
162	0.09165629941
163	0.0915352469
164	0.09133316171
165	0.09112346986
166	0.09093599642
167	0.09073730247
168	0.09054814737
169	0.09035304448
170	0.09027663235
171	0.09006268891
172	0.08997726614
173	0.08990368445
174	0.08987647159
175	0.08958756365
176	0.08946848306
177	0.08900546176
178	0.08881215934
179	0.08865876949
180	0.08847324292
181	0.08838471402
182	0.0882855642
183	0.08809191504
184	0.08801510365
185	0.08789465257
186	0.08779507253
187	0.0877172872
188	0.08758843537
189	0.0874739361
190	0.08738191443
191	0.08732426877
192	0.08721059326
193	0.08687508503
194	0.08680729747
195	0.08668991544
196	0.0866602363
197	0.08658299433
198	0.08647331596
199	0.08639755679
200	0.08637093558
201	0.0862874733
202	0.08622563569
203	0.08609249354
204	0.08601665889
205	0.08594771994
206	0.08578086562
207	0.08575571946
208	0.08565320058
209	0.08555340175
210	0.08544613241
211	0.08537310168
212	0.08531620035
213	0.08525936883
214	0.08509885619
215	0.08490440382
216	0.08484685903
217	0.0848220656
218	0.0847093886
219	0.08467233887
220	0.08464402926
221	0.08458944554
222	0.08454810861
223	0.0844410798
224	0.08435147167
225	0.08432999546
226	0.08424721761
227	0.083946666
228	0.08390868035
229	0.08382584423
230	0.08373980599
231	0.08366434018
232	0.08352232608
233	0.08345127363
234	0.08332235085
235	0.08326148646
236	0.0832157199
237	0.08311262966
238	0.08305379353
239	0.08292053052
240	0.08289350108
241	0.08282477281
242	0.0827820496
243	0.08271621255
244	0.08261185593
245	0.08254935804
246	0.08251594064
247	0.08242811879
248	0.08238219955
249	0.08232884046
250	0.08226708369
251	0.08220899032
252	0.08218804272
253	0.08214480399
254	0.08199589891
255	0.08197278623
256	0.08195704554
257	0.08190520046
258	0.0818521862
259	0.08179338955
260	0.08167481987
261	0.08156568637
262	0.08151844766
263	0.08139849642
264	0.08134940851
265	0.08131526991
266	0.08121766982
267	0.0811037826
268	0.08104912309
269	0.08101368607
270	0.08095863341
271	0.08092699992
272	0.08087639851
273	0.08076036639
274	0.080703595
275	0.0805880247
276	0.08053915655
277	0.08048551714
278	0.08042631747
279	0.08037253706
280	0.08032444568
281	0.08026533174
282	0.08020973183
283	0.08019335644
284	0.08017992894
285	0.08015474885
286	0.0799629989
287	0.0799126848
288	0.07983670457
289	0.07980014614
290	0.07967470146
291	0.07965011871
292	0.07947538052
293	0.0794244405
294	0.07939094476
295	0.07933200815
296	0.07922174308
297	0.07918005402
298	0.07904083489
299	0.07899154169
300	0.07892099278
301	0.0788610698
302	0.0788354175
303	0.07872314128
304	0.07869878025
305	0.07865970494
306	0.07859497297
307	0.07855394447
308	0.0785206271
309	0.07848581216
310	0.07840174892
311	0.07838332371
312	0.07833636837
313	0.07825255855
314	0.07823079657
315	0.07810673925
316	0.07807588677
317	0.07805578835
318	0.07801502847
319	0.07797687246
320	0.07795062848
321	0.07792109681
322	0.07784257418
323	0.07776995825
324	0.07771442226
325	0.07765753918
326	0.07760227057
327	0.07756536895
328	0.07754586615
329	0.0775044801
330	0.07748292748
331	0.0773885743
332	0.07733547017
333	0.07726321683
334	0.07720824956
335	0.07712260391
336	0.0770861109
337	0.07700177655
338	0.07695681653
339	0.07690222998
340	0.07685259027
341	0.07678119635
342	0.0767332659
343	0.07668295574
344	0.07663306683
345	0.07654346923
346	0.07652116499
347	0.0765054711
348	0.07649157514
349	0.07646166299
350	0.07642414662
351	0.07639300846
352	0.07637525144
353	0.07630421603
354	0.07626896567
355	0.07622561331
356	0.07618773557
357	0.07607897351
358	0.07595419593
359	0.07590270468
360	0.07586899067
361	0.0758022985
362	0.07576255196
363	0.07570993567
364	0.07568031488
365	0.07564301266
366	0.07559954273
367	0.07556762276
368	0.07554447093
369	0.07551807743
370	0.07548469788
371	0.07542667532
372	0.07538752087
373	0.07532765418
374	0.07518774808
375	0.07514837627
376	0.07508487954
377	0.07505840733
378	0.07502155888
379	0.07499515449
380	0.07495316575
381	0.07491350703
382	0.07487821877
383	0.07481019483
384	0.07478279245
385	0.07476676253
386	0.07472166247
387	0.07468756819
388	0.07463827308
389	0.07460847954
390	0.07455268451
391	0.0744968074
392	0.07445324326
393	0.07439252783
394	0.07433469858
395	0.07432440694
396	0.07428261125
397	0.0742318916
398	0.07414800162
399	0.07408948752
400	0.07406281792
401	0.07397126751
402	0.07390549928
403	0.07386474351
404	0.07383846976
405	0.07376148172
406	0.07368835331
407	0.07367842632
408	0.0736089537
409	0.0735861242
410	0.07347197686
411	0.07346081791
412	0.07343756987
413	0.0733910474
414	0.07335708914
415	0.07331722226
416	0.07328353761
417	0.0732484444
418	0.07319817604
419	0.07317380904
420	0.0731290149
421	0.07310688386
